State,City,Start_Year,Population,Accidents,pop_per_100K,accidents_per_pop_100K
OH,Columbus,2021,898143,2171,8.98143,241.72097316351628
OH,Columbus,2022,898143,3490,8.98143,388.57954690956785
OH,Columbus,2023,898143,655,8.98143,72.92825307328566
OH,Dayton,2016,138416,3894,1.38416,2813.258582822795
OH,Dayton,2017,138416,3370,1.38416,2434.6896312565023
OH,Dayton,2018,138416,2719,1.38416,1964.3682811235694
OH,Dayton,2019,138416,1909,1.38416,1379.1758178245288
OH,Dayton,2020,138416,4518,1.38416,3264.073517512426
OH,Dayton,2021,138416,3016,1.38416,2178.9388509998844
OH,Dayton,2022,138416,3762,1.38416,2717.8938850999884
OH,Dayton,2023,138416,221,1.38416,159.66362270257773
OH,Toledo,2016,271454,139,2.71454,51.20572914747987
OH,Toledo,2017,271454,287,2.71454,105.7269371606239
OH,Toledo,2018,271454,463,2.71454,170.56296831138977
OH,Toledo,2019,271454,269,2.71454,99.09597942929557
OH,Toledo,2020,271454,358,2.71454,131.88238154530785
OH,Toledo,2021,271454,197,2.71454,72.57214850398226
OH,Toledo,2022,271454,421,2.71454,155.09073360495702
OH,Toledo,2023,271454,100,2.71454,36.838654062935156
OK,Broken Arrow,2016,112751,2,1.12751,1.773820187847558
OK,Broken Arrow,2017,112751,58,1.12751,51.44078544757918
OK,Broken Arrow,2018,112751,136,1.12751,120.61977277363394
OK,Broken Arrow,2019,112751,108,1.12751,95.78629014376813
OK,Broken Arrow,2020,112751,46,1.12751,40.79786432049383
OK,Broken Arrow,2021,112751,51,1.12751,45.23241479011273
OK,Broken Arrow,2022,112751,71,1.12751,62.970616668588306
OK,Broken Arrow,2023,112751,2,1.12751,1.773820187847558
OK,Norman,2016,125745,5,1.25745,3.97630124458229
OK,Norman,2017,125745,25,1.25745,19.881506222911447
OK,Norman,2018,125745,29,1.25745,23.06254721857728
OK,Norman,2019,125745,37,1.25745,29.424629209908943
OK,Norman,2020,125745,28,1.25745,22.267286969660823
OK,Norman,2021,125745,14,1.25745,11.133643484830412
OK,Norman,2022,125745,12,1.25745,9.543122986997496
OK,Oklahoma City,2016,673183,364,6.73183,54.0714783350144
OK,Oklahoma City,2017,673183,6187,6.73183,919.0665836778409
OK,Oklahoma City,2018,673183,11760,6.73183,1746.924684669696
OK,Oklahoma City,2019,673183,12480,6.73183,1853.8792572004936
OK,Oklahoma City,2020,673183,8710,6.73183,1293.8532315878444
OK,Oklahoma City,2021,673183,4676,6.73183,694.6105293805696
OK,Oklahoma City,2022,673183,1915,6.73183,284.46945332844115
OK,Tulsa,2016,410652,43,4.10652,10.471153190536027
OK,Tulsa,2017,410652,2307,4.10652,561.7895444317817
OK,Tulsa,2018,410652,6452,4.10652,1571.1600089613592
OK,Tulsa,2019,410652,5893,4.10652,1435.0350174843907
OK,Tulsa,2020,410652,3503,4.10652,853.0337122429697
OK,Tulsa,2021,410652,3616,4.10652,880.5509287669365
OK,Tulsa,2022,410652,6482,4.10652,1578.4654646756865
OK,Tulsa,2023,410652,584,4.10652,142.2128712389079
OR,Eugene,2016,173278,28,1.73278,16.159004605316312
OR,Eugene,2017,173278,247,1.73278,142.54550491118317
OR,Eugene,2018,173278,699,1.73278,403.39800782557506
OR,Eugene,2019,173278,1091,1.73278,629.6240723000035
OR,Eugene,2020,173278,781,1.73278,450.72080702685855
OR,Eugene,2021,173278,746,1.73278,430.5220512702132
OR,Eugene,2022,173278,530,1.73278,305.8668728863445
OR,Eugene,2023,173278,67,1.73278,38.66618959129261
OR,Gresham,2016,114164,3,1.14164,2.627798605514873
OR,Gresham,2017,114164,24,1.14164,21.022388844118986
OR,Gresham,2018,114164,45,1.14164,39.4169790827231
OR,Gresham,2019,114164,27,1.14164,23.65018744963386
OR,Gresham,2020,114164,119,1.14164,104.23601135208997
OR,Gresham,2021,114164,20,1.14164,17.518657370099156
OR,Gresham,2022,114164,13,1.14164,11.387127290564452
OR,Hillsboro,2016,105909,9,1.05909,8.497861371554825
OR,Hillsboro,2017,105909,52,1.05909,49.098754591205655
OR,Hillsboro,2018,105909,125,1.05909,118.02585238270589
OR,Hillsboro,2019,105909,149,1.05909,140.68681604018542
OR,Hillsboro,2020,105909,201,1.05909,189.7855706313911
OR,Hillsboro,2021,105909,210,1.05909,198.28343200294591
OR,Hillsboro,2022,105909,104,1.05909,98.19750918241131
OR,Hillsboro,2023,105909,23,1.05909,21.716756838417886
OR,Portland,2016,647176,320,6.47176,49.44559130746505
OR,Portland,2017,647176,2786,6.47176,430.4856793206176
OR,Portland,2018,647176,5113,6.47176,790.04783860959
OR,Portland,2019,647176,8283,6.47176,1279.8682274991656
OR,Portland,2020,647176,6358,6.47176,982.4220922901962
OR,Portland,2021,647176,6230,6.47176,962.6438557672102
OR,Portland,2022,647176,4713,6.47176,728.2408494752586
OR,Portland,2023,647176,951,6.47176,146.94611666687268
OR,Salem,2016,174193,28,1.74193,16.07412467779991
OR,Salem,2017,174193,118,1.74193,67.74095399929963
OR,Salem,2018,174193,797,1.74193,457.53847743594747
OR,Salem,2019,174193,1425,1.74193,818.0581309237455
OR,Salem,2020,174193,918,1.74193,527.0016590792972
OR,Salem,2021,174193,811,1.74193,465.57553977484747
OR,Salem,2022,174193,544,1.74193,312.2972794543983
OR,Salem,2023,174193,114,1.74193,65.44465047389964
PA,Allentown,2016,125250,196,1.2525,156.4870259481038
PA,Allentown,2017,125250,312,1.2525,249.10179640718565
PA,Allentown,2018,125250,236,1.2525,188.4231536926148
PA,Allentown,2019,125250,251,1.2525,200.3992015968064
PA,Allentown,2020,125250,323,1.2525,257.88423153692617
PA,Allentown,2021,125250,595,1.2525,475.0499001996008
PA,Allentown,2022,125250,811,1.2525,647.5049900199601
PA,Allentown,2023,125250,99,1.2525,79.04191616766468
PA,Philadelphia,2016,1596865,1375,15.96865,86.10621436376901
PA,Philadelphia,2017,1596865,1748,15.96865,109.46448196935872
PA,Philadelphia,2018,1596865,1679,15.96865,105.14351557583139
PA,Philadelphia,2019,1596865,1674,15.96865,104.83040206905405
PA,Philadelphia,2020,1596865,3876,15.96865,242.7255904537954
PA,Philadelphia,2021,1596865,4377,15.96865,274.09956383288505
PA,Philadelphia,2022,1596865,4806,15.96865,300.96470271438096
PA,Philadelphia,2023,1596865,849,15.96865,53.16667345079264
PA,Pittsburgh,2016,303207,984,3.03207,324.5307661102811
PA,Pittsburgh,2017,303207,1398,3.03207,461.0711494127774
PA,Pittsburgh,2018,303207,1630,3.03207,537.5865332924371
PA,Pittsburgh,2019,303207,1510,3.03207,498.0096105960614
PA,Pittsburgh,2020,303207,1813,3.03207,597.9413404044102
PA,Pittsburgh,2021,303207,2826,3.03207,932.0365294996487
PA,Pittsburgh,2022,303207,3193,3.03207,1053.0759514127312
PA,Pittsburgh,2023,303207,572,3.03207,188.6499981860577
RI,Providence,2016,188812,611,1.88812,323.60231341228314
RI,Providence,2017,188812,1375,1.88812,728.2376120161854
RI,Providence,2018,188812,1544,1.88812,817.744634874902
RI,Providence,2019,188812,1404,1.88812,743.5968052877995
RI,Providence,2020,188812,1072,1.88812,567.7605236955278
RI,Providence,2021,188812,1121,1.88812,593.7122640510137
RI,Providence,2022,188812,605,1.88812,320.4245492871216
RI,Providence,2023,188812,9,1.88812,4.766646187742304
SC,Charleston,2016,147928,90,1.47928,60.84040884754746
SC,Charleston,2017,147928,538,1.47928,363.6904439997837
SC,Charleston,2018,147928,898,1.47928,607.0520793899735
SC,Charleston,2019,147928,962,1.47928,650.3163701260073
SC,Charleston,2020,147928,807,1.47928,545.5356659996755
SC,Charleston,2021,147928,1176,1.47928,794.9813422746201
SC,Charleston,2022,147928,1498,1.47928,1012.65480504029
SC,Charleston,2023,147928,184,1.47928,124.38483586609702
SC,Columbia,2016,137276,170,1.37276,123.83810717095487
SC,Columbia,2017,137276,3182,1.37276,2317.9579824586963
SC,Columbia,2018,137276,6202,1.37276,4517.9055333780125
SC,Columbia,2019,137276,6317,1.37276,4601.678370581893
SC,Columbia,2020,137276,5180,1.37276,3773.4199714443894
SC,Columbia,2021,137276,6328,1.37276,4609.691424575308
SC,Columbia,2022,137276,6832,1.37276,4976.834989364492
SC,Columbia,2023,137276,807,1.37276,587.8667793350622
SC,North Charleston,2016,114542,41,1.14542,35.794730317263536
SC,North Charleston,2017,114542,489,1.14542,426.91763719858216
SC,North Charleston,2018,114542,863,1.14542,753.4354210682544
SC,North Charleston,2019,114542,768,1.14542,670.4964117965462
SC,North Charleston,2020,114542,679,1.14542,592.7956557419985
SC,North Charleston,2021,114542,984,1.14542,859.0735276143248
SC,North Charleston,2022,114542,1154,1.14542,1007.4907021005395
SC,North Charleston,2023,114542,127,1.14542,110.87635976323095
SD,Sioux Falls,2016,189258,3,1.89258,1.5851377484703422
SD,Sioux Falls,2017,189258,3,1.89258,1.5851377484703422
SD,Sioux Falls,2018,189258,2,1.89258,1.0567584989802281
SD,Sioux Falls,2019,189258,1,1.89258,0.5283792494901141
SD,Sioux Falls,2020,189258,129,1.89258,68.16092318422471
TN,Chattanooga,2016,180353,119,1.80353,65.98171363936281
TN,Chattanooga,2017,180353,515,1.80353,285.5511136493432
TN,Chattanooga,2018,180353,1259,1.80353,698.0754409408216
TN,Chattanooga,2019,180353,1038,1.80353,575.5379727534336
TN,Chattanooga,2020,180353,2759,1.80353,1529.777713705899
TN,Chattanooga,2021,180353,5216,1.80353,2892.1060364950954
TN,Chattanooga,2022,180353,5625,1.80353,3118.88352286904
TN,Chattanooga,2023,180353,140,1.80353,77.62554545807389
TN,Clarksville,2016,163518,13,1.63518,7.95019508555633
TN,Clarksville,2017,163518,25,1.63518,15.288836702992942
TN,Clarksville,2018,163518,39,1.63518,23.85058525666899
TN,Clarksville,2019,163518,44,1.63518,26.908352597267577
TN,Clarksville,2020,163518,61,1.63518,37.304761555302775
TN,Clarksville,2021,163518,129,1.63518,78.89039738744358
TN,Clarksville,2022,163518,108,1.63518,66.04777455692951
TN,Clarksville,2023,163518,4,1.63518,2.4462138724788707
TN,Knoxville,2016,189339,106,1.89339,55.9842399083126
TN,Knoxville,2017,189339,492,1.89339,259.8513776876396
TN,Knoxville,2018,189339,916,1.89339,483.7883373208901
TN,Knoxville,2019,189339,598,1.89339,315.8356175959523
TN,Knoxville,2020,189339,730,1.89339,385.5518408780019
TN,Knoxville,2021,189339,1406,1.89339,742.5834085951653
TN,Knoxville,2022,189339,1654,1.89339,873.5654038523495
TN,Knoxville,2023,189339,101,1.89339,53.34347387490163
TN,Memphis,2016,634139,261,6.34139,41.15816879264641
TN,Memphis,2017,634139,1109,6.34139,174.88279383542096
TN,Memphis,2018,634139,2792,6.34139,440.28202018800295
TN,Memphis,2019,634139,2802,6.34139,441.85896152105454
TN,Memphis,2020,634139,2841,6.34139,448.00903271995577
TN,Memphis,2021,634139,3228,6.34139,509.03666230905213
TN,Memphis,2022,634139,3046,6.34139,480.3363300475133
TN,Memphis,2023,634139,166,6.34139,26.177226128656336
TN,Murfreesboro,2016,148970,24,1.4897,16.110626300597435
TN,Murfreesboro,2017,148970,65,1.4897,43.63294623078472
TN,Murfreesboro,2018,148970,103,1.4897,69.14143787339732
TN,Murfreesboro,2019,148970,81,1.4897,54.37336376451634
TN,Murfreesboro,2020,148970,188,1.4897,126.19990602134658
TN,Murfreesboro,2021,148970,299,1.4897,200.71155266160972
TN,Murfreesboro,2022,148970,302,1.4897,202.7253809491844
TN,Murfreesboro,2023,148970,26,1.4897,17.45317849231389
TX,Allen,2016,102778,28,1.02778,27.24318433906089
TX,Allen,2017,102778,33,1.02778,32.108038685321766
TX,Allen,2018,102778,59,1.02778,57.4052812858783
TX,Allen,2019,102778,76,1.02778,73.94578606316527
TX,Allen,2020,102778,81,1.02778,78.81064040942614
TX,Allen,2021,102778,157,1.02778,152.75642647259141
TX,Allen,2022,102778,176,1.02778,171.24287298838274
TX,Allen,2023,102778,28,1.02778,27.24318433906089
TX,Amarillo,2016,200371,1,2.00371,0.4990742173268587
TX,Amarillo,2017,200371,17,2.00371,8.484261694556597
TX,Amarillo,2018,200371,9,2.00371,4.491667955941728
TX,Amarillo,2019,200371,11,2.00371,5.489816390595446
TX,Amarillo,2020,200371,8,2.00371,3.9925937386148695
TX,Amarillo,2021,200371,5,2.00371,2.4953710866342935
TX,Amarillo,2022,200371,33,2.00371,16.469449171786337
TX,Amarillo,2023,200371,14,2.00371,6.987039042576022
TX,Arlington,2016,392304,459,3.92304,117.0011011868347
TX,Arlington,2017,392304,1238,3.92304,315.57159753660426
TX,Arlington,2018,392304,752,3.92304,191.68807863289695
TX,Arlington,2019,392304,564,3.92304,143.76605897467272
TX,Arlington,2020,392304,568,3.92304,144.7856764142094
TX,Arlington,2021,392304,904,3.92304,230.433541335291
TX,Arlington,2022,392304,1056,3.92304,269.17900403768505
TX,Arlington,2023,392304,258,3.92304,65.76532485011624
TX,Austin,2016,944658,10735,9.44658,1136.3901009677575
TX,Austin,2017,944658,15168,9.44658,1605.6604612462922
TX,Austin,2018,944658,16106,9.44658,1704.9556559093342
TX,Austin,2019,944658,16549,9.44658,1751.8509344122422
TX,Austin,2020,944658,10968,9.44658,1161.0551120087903
TX,Austin,2021,944658,13692,9.44658,1449.4134385142559
TX,Austin,2022,944658,10681,9.44658,1130.673746477561
TX,Austin,2023,944658,2705,9.44658,286.34701659224817
TX,Beaumont,2016,115013,3,1.15013,2.608400789475972
TX,Beaumont,2017,115013,21,1.15013,18.258805526331805
TX,Beaumont,2018,115013,36,1.15013,31.300809473711666
TX,Beaumont,2019,115013,13,1.15013,11.303070087729212
TX,Beaumont,2020,115013,22,1.15013,19.128272456157127
TX,Beaumont,2021,115013,24,1.15013,20.867206315807778
TX,Beaumont,2022,115013,62,1.15013,53.90694964917009
TX,Beaumont,2023,115013,5,1.15013,4.34733464912662
TX,Carrollton,2016,131388,98,1.31388,74.58824245745426
TX,Carrollton,2017,131388,202,1.31388,153.74311200414041
TX,Carrollton,2018,131388,407,1.31388,309.7695375528968
TX,Carrollton,2019,131388,382,1.31388,290.7419246810972
TX,Carrollton,2020,131388,447,1.31388,340.2137181477761
TX,Carrollton,2021,131388,557,1.31388,423.9352147836941
TX,Carrollton,2022,131388,464,1.31388,353.1524949005998
TX,Carrollton,2023,131388,56,1.31388,42.621852832831
TX,College Station,2016,116276,3,1.16276,2.5800681137982044
TX,College Station,2017,116276,5,1.16276,4.300113522997007
TX,College Station,2019,116276,1,1.16276,0.8600227045994014
TX,College Station,2021,116276,3,1.16276,2.5800681137982044
TX,College Station,2022,116276,5,1.16276,4.300113522997007
TX,Corpus Christi,2016,318168,4,3.18168,1.2571974554323502
TX,Corpus Christi,2017,318168,12,3.18168,3.7715923662970505
TX,Corpus Christi,2018,318168,21,3.18168,6.600286641019839
TX,Corpus Christi,2019,318168,7,3.18168,2.200095547006613
TX,Corpus Christi,2020,318168,7,3.18168,2.200095547006613
TX,Corpus Christi,2021,318168,5,3.18168,1.5714968192904377
TX,Corpus Christi,2022,318168,33,3.18168,10.371879007316888
TX,Corpus Christi,2023,318168,1,3.18168,0.31429936385808754
TX,Dallas,2016,1300239,11873,13.00239,913.1398150647689
TX,Dallas,2017,1300239,17199,13.00239,1322.7568162468592
TX,Dallas,2018,1300239,14200,13.00239,1092.1069126522125
TX,Dallas,2019,1300239,14581,13.00239,1121.4092178437963
TX,Dallas,2020,1300239,17703,13.00239,1361.5189207522617
TX,Dallas,2021,1300239,27356,13.00239,2103.9208945432338
TX,Dallas,2022,1300239,24150,13.00239,1857.3508408838682
TX,Dallas,2023,1300239,3241,13.00239,249.26186647224088
TX,Denton,2016,139704,41,1.39704,29.347763843554944
TX,Denton,2017,139704,137,1.39704,98.06447918456163
TX,Denton,2018,139704,200,1.39704,143.1598236270973
TX,Denton,2019,139704,226,1.39704,161.77060069861994
TX,Denton,2020,139704,226,1.39704,161.77060069861994
TX,Denton,2021,139704,506,1.39704,362.1943537765561
TX,Denton,2022,139704,507,1.39704,362.91015289469163
TX,Denton,2023,139704,90,1.39704,64.42192063219377
TX,El Paso,2016,676395,66,6.76395,9.757612046215598
TX,El Paso,2017,676395,1865,6.76395,275.7264616089711
TX,El Paso,2018,676395,3991,6.76395,590.039843582522
TX,El Paso,2019,676395,3433,6.76395,507.54366900997195
TX,El Paso,2020,676395,3413,6.76395,504.58681687475513
TX,El Paso,2021,676395,1479,6.76395,218.6592153992859
TX,El Paso,2022,676395,1684,6.76395,248.9669497852586
TX,El Paso,2023,676395,107,6.76395,15.819158923410138
TX,Fort Worth,2016,908469,1603,9.08469,176.45070993066358
TX,Fort Worth,2017,908469,2915,9.08469,320.86950682962214
TX,Fort Worth,2018,908469,2264,9.08469,249.2104848927151
TX,Fort Worth,2019,908469,1970,9.08469,216.84834595346678
TX,Fort Worth,2020,908469,2217,9.08469,244.03694567453596
TX,Fort Worth,2021,908469,3745,9.08469,412.23200791661577
TX,Fort Worth,2022,908469,4023,9.08469,442.8329420156329
TX,Fort Worth,2023,908469,1029,9.08469,113.26748628736918
TX,Frisco,2016,193140,9,1.9314,4.659832246039143
TX,Frisco,2017,193140,31,1.9314,16.0505332919126
TX,Frisco,2018,193140,67,1.9314,34.68986227606917
TX,Frisco,2019,193140,72,1.9314,37.27865796831314
TX,Frisco,2020,193140,40,1.9314,20.710365537951745
TX,Frisco,2021,193140,33,1.9314,17.086051568810188
TX,Frisco,2022,193140,28,1.9314,14.497255876566221
TX,Frisco,2023,193140,1,1.9314,0.5177591384487936
TX,Garland,2016,245075,219,2.45075,89.36039987758849
TX,Garland,2017,245075,250,2.45075,102.00958890135672
TX,Garland,2018,245075,265,2.45075,108.13016423543812
TX,Garland,2019,245075,256,2.45075,104.45781903498929
TX,Garland,2020,245075,296,2.45075,120.77935325920636
TX,Garland,2021,245075,579,2.45075,236.25420789554215
TX,Garland,2022,245075,747,2.45075,304.80465163725387
TX,Garland,2023,245075,95,2.45075,38.76364378251555
TX,Grand Prairie,2016,195992,352,1.95992,179.59916731295155
TX,Grand Prairie,2017,195992,623,1.95992,317.87011714763867
TX,Grand Prairie,2018,195992,666,1.95992,339.80978815461856
TX,Grand Prairie,2019,195992,519,1.95992,264.8067268051757
TX,Grand Prairie,2020,195992,473,1.95992,241.33638107677862
TX,Grand Prairie,2021,195992,702,1.95992,358.17788481162495
TX,Grand Prairie,2022,195992,723,1.95992,368.89260786154534
TX,Grand Prairie,2023,195992,198,1.95992,101.02453161353525
TX,Houston,2016,2293288,15566,22.93288,678.7634174163908
TX,Houston,2017,2293288,30297,22.93288,1321.1162313673642
TX,Houston,2018,2293288,25241,22.93288,1100.6467569707772
TX,Houston,2019,2293288,22172,22.93288,966.8214371679439
TX,Houston,2020,2293288,20033,22.93288,873.5492445780905
TX,Houston,2021,2293288,28041,22.93288,1222.742193741039
TX,Houston,2022,2293288,25817,22.93288,1125.7635325349454
TX,Houston,2023,2293288,2261,22.93288,98.59206519198635
TX,Irving,2016,254184,542,2.54184,213.2313599597142
TX,Irving,2017,254184,693,2.54184,272.63714474553865
TX,Irving,2018,254184,805,2.54184,316.6997135933025
TX,Irving,2019,254184,672,2.54184,264.3754130865829
TX,Irving,2020,254184,560,2.54184,220.3128442388191
TX,Irving,2021,254184,1047,2.54184,411.906335567935
TX,Irving,2022,254184,1107,2.54184,435.51128316495135
TX,Irving,2023,254184,258,2.54184,101.50127466717024
TX,Killeen,2016,150082,2,1.50082,1.3326048426859982
TX,Killeen,2017,150082,3,1.50082,1.9989072640289973
TX,Killeen,2018,150082,3,1.50082,1.9989072640289973
TX,Killeen,2019,150082,1,1.50082,0.6663024213429991
TX,Killeen,2020,150082,2,1.50082,1.3326048426859982
TX,Killeen,2021,150082,1,1.50082,0.6663024213429991
TX,Killeen,2022,150082,1,1.50082,0.6663024213429991
TX,League City,2016,111847,15,1.11847,13.411177769631728
TX,League City,2017,111847,36,1.11847,32.18682664711615
TX,League City,2018,111847,102,1.11847,91.19600883349575
TX,League City,2019,111847,53,1.11847,47.38616145269877
TX,League City,2020,111847,36,1.11847,32.18682664711615
TX,League City,2021,111847,38,1.11847,33.974983683067045
TX,League City,2022,111847,78,1.11847,69.73812440208499
TX,League City,2023,111847,6,1.11847,5.364471107852691
TX,Lewisville,2016,110077,52,1.10077,47.239659511069526
TX,Lewisville,2017,110077,80,1.10077,72.67639924779927
TX,Lewisville,2018,110077,273,1.10077,248.008212433115
TX,Lewisville,2019,110077,286,1.10077,259.8181273108824
TX,Lewisville,2020,110077,290,1.10077,263.45194727327237
TX,Lewisville,2021,110077,603,1.10077,547.798359330287
TX,Lewisville,2022,110077,452,1.10077,410.6216557500658
TX,Lewisville,2023,110077,59,1.10077,53.598844445251956
TX,McKinney,2016,189394,16,1.89394,8.447997296640866
TX,McKinney,2017,189394,18,1.89394,9.503996958720974
TX,McKinney,2018,189394,60,1.89394,31.679989862403243
TX,McKinney,2019,189394,69,1.89394,36.431988341763734
TX,McKinney,2020,189394,66,1.89394,34.84798884864357
TX,McKinney,2021,189394,122,1.89394,64.4159793868866
TX,McKinney,2022,189394,115,1.89394,60.71998056960622
TX,McKinney,2023,189394,23,1.89394,12.143996113921244
TX,Mesquite,2016,149848,373,1.49848,248.9189044898831
TX,Mesquite,2017,149848,546,1.49848,364.3692274838503
TX,Mesquite,2018,149848,712,1.49848,475.14815012546046
TX,Mesquite,2019,149848,551,1.49848,367.7059420212482
TX,Mesquite,2020,149848,860,1.49848,573.9149004324382
TX,Mesquite,2021,149848,1693,1.49848,1129.8115423629276
TX,Mesquite,2022,149848,1558,1.49848,1039.7202498531844
TX,Mesquite,2023,149848,246,1.49848,164.1663552399765
TX,Midland,2016,130765,4,1.30765,3.0589224945512945
TX,Midland,2017,130765,11,1.30765,8.412036860016059
TX,Midland,2018,130765,16,1.30765,12.235689978205178
TX,Midland,2019,130765,9,1.30765,6.882575612740412
TX,Midland,2020,130765,2,1.30765,1.5294612472756473
TX,Midland,2021,130765,7,1.30765,5.353114365464765
TX,Midland,2022,130765,61,1.30765,46.64856804190724
TX,Midland,2023,130765,26,1.30765,19.882996214583414
TX,Odessa,2016,112640,2,1.1264,1.7755681818181817
TX,Odessa,2017,112640,6,1.1264,5.326704545454545
TX,Odessa,2018,112640,29,1.1264,25.745738636363633
TX,Odessa,2019,112640,8,1.1264,7.102272727272727
TX,Odessa,2020,112640,4,1.1264,3.5511363636363633
TX,Odessa,2021,112640,4,1.1264,3.5511363636363633
TX,Odessa,2022,112640,73,1.1264,64.80823863636363
TX,Odessa,2023,112640,10,1.1264,8.877840909090908
TX,Pasadena,2016,151964,56,1.51964,36.85083309204811
TX,Pasadena,2017,151964,178,1.51964,117.13300518543865
TX,Pasadena,2018,151964,257,1.51964,169.11900186886368
TX,Pasadena,2019,151964,227,1.51964,149.37748414098076
TX,Pasadena,2020,151964,127,1.51964,83.57242504803769
TX,Pasadena,2021,151964,133,1.51964,87.52072859361427
TX,Pasadena,2022,151964,184,1.51964,121.08130873101523
TX,Pasadena,2023,151964,14,1.51964,9.212708273012028
TX,Pearland,2016,122609,40,1.22609,32.62403249353637
TX,Pearland,2017,122609,60,1.22609,48.93604874030455
TX,Pearland,2018,122609,81,1.22609,66.06366579941114
TX,Pearland,2019,122609,45,1.22609,36.70203655522841
TX,Pearland,2020,122609,44,1.22609,35.88643574289
TX,Pearland,2021,122609,39,1.22609,31.808431681197955
TX,Pearland,2022,122609,23,1.22609,18.75881868378341
TX,Pearland,2023,122609,2,1.22609,1.6312016246768184
TX,Plano,2016,282181,108,2.82181,38.27330684915001
TX,Plano,2017,282181,230,2.82181,81.5079682898565
TX,Plano,2018,282181,446,2.82181,158.05458198815654
TX,Plano,2019,282181,437,2.82181,154.86513975072737
TX,Plano,2020,282181,352,2.82181,124.742629730563
TX,Plano,2021,282181,511,2.82181,181.08944259181163
TX,Plano,2022,282181,449,2.82181,159.11772940063292
TX,Plano,2023,282181,54,2.82181,19.136653424575005
TX,Richardson,2016,115904,177,1.15904,152.71258972943124
TX,Richardson,2017,115904,248,1.15904,213.97018221976808
TX,Richardson,2018,115904,408,1.15904,352.01546107123136
TX,Richardson,2019,115904,305,1.15904,263.14881281060184
TX,Richardson,2020,115904,263,1.15904,226.91192711209274
TX,Richardson,2021,115904,516,1.15904,445.19602429596904
TX,Richardson,2022,115904,758,1.15904,653.9895085588073
TX,Richardson,2023,115904,82,1.15904,70.74820541137493
TX,Round Rock,2016,117735,108,1.17735,91.73143075551026
TX,Round Rock,2017,117735,153,1.17735,129.95286023697287
TX,Round Rock,2018,117735,173,1.17735,146.94016222873404
TX,Round Rock,2019,117735,237,1.17735,201.29952860236975
TX,Round Rock,2020,117735,309,1.17735,262.4538157727099
TX,Round Rock,2021,117735,290,1.17735,246.31587888053681
TX,Round Rock,2022,117735,333,1.17735,282.8385781628233
TX,Round Rock,2023,117735,55,1.17735,46.71508047734319
TX,San Antonio,2016,1434540,2793,14.3454,194.69655778158852
TX,San Antonio,2017,1434540,5224,14.3454,364.15854559649785
TX,San Antonio,2018,1434540,7003,14.3454,488.17042396865895
TX,San Antonio,2019,1434540,6599,14.3454,460.00808621579046
TX,San Antonio,2020,1434540,5234,14.3454,364.85563316463816
TX,San Antonio,2021,1434540,5839,14.3454,407.02943103712687
TX,San Antonio,2022,1434540,4107,14.3454,286.2938642352252
TX,San Antonio,2023,1434540,519,14.3454,36.17884478648208
TX,Sugar Land,2016,110272,45,1.10272,40.808183401044694
TX,Sugar Land,2017,110272,70,1.10272,63.479396401625074
TX,Sugar Land,2018,110272,85,1.10272,77.08212420197331
TX,Sugar Land,2019,110272,56,1.10272,50.783517121300065
TX,Sugar Land,2020,110272,38,1.10272,34.460243760882186
TX,Sugar Land,2021,110272,102,1.10272,92.49854904236797
TX,Sugar Land,2022,110272,75,1.10272,68.01363900174115
TX,Sugar Land,2023,110272,16,1.10272,14.509576320371446
TX,Tyler,2016,104945,8,1.04945,7.623040640335414
TX,Tyler,2017,104945,47,1.04945,44.78536376197056
TX,Tyler,2018,104945,27,1.04945,25.72776216113202
TX,Tyler,2019,104945,86,1.04945,81.9476868836057
TX,Tyler,2020,104945,692,1.04945,659.3930153890133
TX,Tyler,2021,104945,1288,1.04945,1227.3095430940016
TX,Tyler,2022,104945,1705,1.04945,1624.660536471485
TX,Tyler,2023,104945,203,1.04945,193.43465624851112
TX,Waco,2016,136800,49,1.368,35.81871345029239
TX,Waco,2017,136800,74,1.368,54.093567251461984
TX,Waco,2018,136800,63,1.368,46.05263157894736
TX,Waco,2019,136800,34,1.368,24.853801169590643
TX,Waco,2020,136800,38,1.368,27.777777777777775
TX,Waco,2021,136800,96,1.368,70.17543859649122
TX,Waco,2022,136800,18,1.368,13.157894736842104
TX,Waco,2023,136800,5,1.368,3.6549707602339176
UT,Provo,2016,113538,10,1.13538,8.807623879229862
UT,Provo,2017,113538,84,1.13538,73.98404058553083
UT,Provo,2018,113538,195,1.13538,171.74866564498228
UT,Provo,2019,113538,401,1.13538,353.1857175571174
UT,Provo,2020,113538,304,1.13538,267.75176592858776
UT,Provo,2021,113538,308,1.13538,271.2748154802797
UT,Provo,2022,113538,315,1.13538,277.4401521957406
UT,Provo,2023,113538,98,1.13538,86.31471401645264
UT,Salt Lake City,2016,199153,307,1.99153,154.15283726582075
UT,Salt Lake City,2017,199153,1263,1.99153,634.185776764598
UT,Salt Lake City,2018,199153,2522,1.99153,1266.3630475061887
UT,Salt Lake City,2019,199153,5471,1.99153,2747.134112968421
UT,Salt Lake City,2020,199153,3207,1.99153,1610.3197039462123
UT,Salt Lake City,2021,199153,3538,1.99153,1776.5235773500776
UT,Salt Lake City,2022,199153,3700,1.99153,1857.8680712818787
UT,Salt Lake City,2023,199153,455,1.99153,228.4675601170959
UT,West Jordan,2016,116045,26,1.16045,22.405101469257616
